order_date,product_id,order_qty,year,month,day_of_week,is_weekend
2017-05-07,P04,1488,2017,5,6,1
2017-05-07,P05,1264,2017,5,6,1
2017-05-08,P01,1318,2017,5,0,0
2017-05-08,P02,2332,2017,5,0,0
2017-05-08,P03,1929,2017,5,0,0
2017-05-08,P04,1481,2017,5,0,0
2017-05-08,P05,1230,2017,5,0,0
2017-05-09,P01,1304,2017,5,1,0
2017-05-09,P02,2331,2017,5,1,0
2017-05-09,P03,1905,2017,5,1,0
2017-05-09,P04,1521,2017,5,1,0
2017-05-09,P05,1221,2017,5,1,0
2017-05-10,P01,1327,2017,5,2,0
2017-05-10,P02,2310,2017,5,2,0
2017-05-10,P03,1906,2017,5,2,0
2017-05-10,P04,1510,2017,5,2,0
2017-05-10,P05,1192,2017,5,2,0
2017-05-11,P01,1289,2017,5,3,0
2017-05-11,P02,2272,2017,5,3,0
2017-05-11,P03,1892,2017,5,3,0
2017-05-11,P04,1533,2017,5,3,0
2017-05-11,P05,1220,2017,5,3,0
2017-05-12,P01,1277,2017,5,4,0
2017-05-12,P02,2304,2017,5,4,0
2017-05-12,P03,1905,2017,5,4,0
2017-05-12,P04,1543,2017,5,4,0
2017-05-12,P05,1199,2017,5,4,0
2017-05-13,P01,1322,2017,5,5,1
2017-05-13,P02,2297,2017,5,5,1
2017-05-13,P03,1919,2017,5,5,1
2017-05-13,P04,1491,2017,5,5,1
2017-05-13,P05,1233,2017,5,5,1
2017-05-14,P01,1282,2017,5,6,1
2017-05-14,P02,2248,2017,5,6,1
2017-05-14,P03,1901,2017,5,6,1
2017-05-14,P04,1518,2017,5,6,1
2017-05-14,P05,1223,2017,5,6,1
2017-05-15,P01,1306,2017,5,0,0
2017-05-15,P02,2347,2017,5,0,0
2017-05-15,P03,1912,2017,5,0,0
2017-05-15,P04,1473,2017,5,0,0
2017-05-15,P05,1210,2017,5,0,0
2017-05-16,P01,1318,2017,5,1,0
2017-05-16,P02,2325,2017,5,1,0
2017-05-16,P03,1939,2017,5,1,0
2017-05-16,P04,1544,2017,5,1,0
2017-05-16,P05,1195,2017,5,1,0
2017-05-17,P01,1283,2017,5,2,0
2017-05-17,P02,2319,2017,5,2,0
2017-05-17,P03,1926,2017,5,2,0
2017-05-17,P04,1490,2017,5,2,0
2017-05-17,P05,1206,2017,5,2,0
2017-05-18,P01,1341,2017,5,3,0
2017-05-18,P02,2315,2017,5,3,0
2017-05-18,P03,1883,2017,5,3,0
2017-05-18,P04,1495,2017,5,3,0
2017-05-18,P05,1217,2017,5,3,0
2017-05-19,P01,1295,2017,5,4,0
2017-05-19,P02,2289,2017,5,4,0
2017-05-19,P03,1872,2017,5,4,0
2017-05-19,P04,1471,2017,5,4,0
2017-05-19,P05,1200,2017,5,4,0
2017-05-20,P01,1292,2017,5,5,1
2017-05-20,P02,2283,2017,5,5,1
2017-05-20,P03,1855,2017,5,5,1
2017-05-20,P04,1481,2017,5,5,1
2017-05-20,P05,1164,2017,5,5,1
2017-05-21,P01,1302,2017,5,6,1
2017-05-21,P02,2319,2017,5,6,1
2017-05-21,P03,1921,2017,5,6,1
2017-05-21,P04,1525,2017,5,6,1
2017-05-21,P05,1220,2017,5,6,1
2017-05-22,P01,1280,2017,5,0,0
2017-05-22,P02,2257,2017,5,0,0
2017-05-22,P03,1853,2017,5,0,0
2017-05-22,P04,1509,2017,5,0,0
2017-05-22,P05,1207,2017,5,0,0
2017-05-23,P01,1313,2017,5,1,0
2017-05-23,P02,2318,2017,5,1,0
2017-05-23,P03,1872,2017,5,1,0
2017-05-23,P04,1516,2017,5,1,0
2017-05-23,P05,1200,2017,5,1,0
2017-05-24,P01,1252,2017,5,2,0
2017-05-24,P02,2251,2017,5,2,0
2017-05-24,P03,1916,2017,5,2,0
2017-05-24,P04,1446,2017,5,2,0
2017-05-24,P05,1180,2017,5,2,0
2017-05-25,P01,1262,2017,5,3,0
2017-05-25,P02,2292,2017,5,3,0
2017-05-25,P03,1860,2017,5,3,0
2017-05-25,P04,1457,2017,5,3,0
2017-05-25,P05,1178,2017,5,3,0
2017-05-26,P01,1257,2017,5,4,0
2017-05-26,P02,2250,2017,5,4,0
2017-05-26,P03,1876,2017,5,4,0
2017-05-26,P04,1493,2017,5,4,0
2017-05-26,P05,1204,2017,5,4,0
2017-05-27,P01,1306,2017,5,5,1
2017-05-27,P02,2296,2017,5,5,1
2017-05-27,P03,1910,2017,5,5,1
2017-05-27,P04,1446,2017,5,5,1
2017-05-27,P05,1187,2017,5,5,1
2017-05-28,P01,1285,2017,5,6,1
2017-05-28,P02,2286,2017,5,6,1
2017-05-28,P03,1902,2017,5,6,1
2017-05-28,P04,1519,2017,5,6,1
2017-05-28,P05,1154,2017,5,6,1
2017-05-29,P01,1277,2017,5,0,0
2017-05-29,P02,2257,2017,5,0,0
2017-05-29,P03,1858,2017,5,0,0
2017-05-29,P04,1492,2017,5,0,0
2017-05-29,P05,1184,2017,5,0,0
2017-05-30,P01,1305,2017,5,1,0
2017-05-30,P02,2298,2017,5,1,0
2017-05-30,P03,1858,2017,5,1,0
2017-05-30,P04,1529,2017,5,1,0
2017-05-30,P05,1187,2017,5,1,0
2017-05-31,P01,1268,2017,5,2,0
2017-05-31,P02,2301,2017,5,2,0
2017-05-31,P03,1865,2017,5,2,0
2017-05-31,P04,1476,2017,5,2,0
2017-05-31,P05,1186,2017,5,2,0
2017-06-01,P01,1261,2017,6,3,0
2017-06-01,P02,2291,2017,6,3,0
2017-06-01,P03,1828,2017,6,3,0
2017-06-01,P04,1492,2017,6,3,0
2017-06-01,P05,1166,2017,6,3,0
2017-06-02,P01,1285,2017,6,4,0
2017-06-02,P02,2287,2017,6,4,0
2017-06-02,P03,1905,2017,6,4,0
2017-06-02,P04,1504,2017,6,4,0
2017-06-02,P05,1193,2017,6,4,0
2017-06-03,P01,1226,2017,6,5,1
2017-06-03,P02,2256,2017,6,5,1
2017-06-03,P03,1840,2017,6,5,1
2017-06-03,P04,1416,2017,6,5,1
2017-06-03,P05,1159,2017,6,5,1
2017-06-04,P01,1243,2017,6,6,1
2017-06-04,P02,2250,2017,6,6,1
2017-06-04,P03,1867,2017,6,6,1
2017-06-04,P04,1442,2017,6,6,1
2017-06-04,P05,1220,2017,6,6,1
2017-06-05,P01,1289,2017,6,0,0
2017-06-05,P02,2255,2017,6,0,0
2017-06-05,P03,1882,2017,6,0,0
2017-06-05,P04,1434,2017,6,0,0
2017-06-05,P05,1117,2017,6,0,0
2017-06-06,P01,1252,2017,6,1,0
2017-06-06,P02,2247,2017,6,1,0
2017-06-06,P03,1860,2017,6,1,0
2017-06-06,P04,1488,2017,6,1,0
2017-06-06,P05,1162,2017,6,1,0
2017-06-07,P01,1255,2017,6,2,0
2017-06-07,P02,2246,2017,6,2,0
2017-06-07,P03,1860,2017,6,2,0
2017-06-07,P04,1479,2017,6,2,0
2017-06-07,P05,1140,2017,6,2,0
2017-06-08,P01,1235,2017,6,3,0
2017-06-08,P02,2248,2017,6,3,0
2017-06-08,P03,1867,2017,6,3,0
2017-06-08,P04,1457,2017,6,3,0
2017-06-08,P05,1146,2017,6,3,0
2017-06-09,P01,1245,2017,6,4,0
2017-06-09,P02,2285,2017,6,4,0
2017-06-09,P03,1808,2017,6,4,0
2017-06-09,P04,1500,2017,6,4,0
2017-06-09,P05,1151,2017,6,4,0
2017-06-10,P01,1233,2017,6,5,1
2017-06-10,P02,2208,2017,6,5,1
2017-06-10,P03,1819,2017,6,5,1
2017-06-10,P04,1465,2017,6,5,1
2017-06-10,P05,1142,2017,6,5,1
2017-06-11,P01,1299,2017,6,6,1
2017-06-11,P02,2259,2017,6,6,1
2017-06-11,P03,1889,2017,6,6,1
2017-06-11,P04,1437,2017,6,6,1
2017-06-11,P05,1097,2017,6,6,1
2017-06-12,P01,1241,2017,6,0,0
2017-06-12,P02,2219,2017,6,0,0
2017-06-12,P03,1787,2017,6,0,0
2017-06-12,P04,1458,2017,6,0,0
2017-06-12,P05,1155,2017,6,0,0
2017-06-13,P01,1282,2017,6,1,0
2017-06-13,P02,2248,2017,6,1,0
2017-06-13,P03,1842,2017,6,1,0
2017-06-13,P04,1413,2017,6,1,0
2017-06-13,P05,1148,2017,6,1,0
2017-06-14,P01,1276,2017,6,2,0
2017-06-14,P02,2238,2017,6,2,0
2017-06-14,P03,1839,2017,6,2,0
2017-06-14,P04,1390,2017,6,2,0
2017-06-14,P05,1193,2017,6,2,0
2017-06-15,P01,1252,2017,6,3,0
2017-06-15,P02,2200,2017,6,3,0
2017-06-15,P03,1817,2017,6,3,0
2017-06-15,P04,1467,2017,6,3,0
2017-06-15,P05,1169,2017,6,3,0
2017-06-16,P01,1235,2017,6,4,0
2017-06-16,P02,2250,2017,6,4,0
2017-06-16,P03,1811,2017,6,4,0
2017-06-16,P04,1433,2017,6,4,0
2017-06-16,P05,1125,2017,6,4,0
2017-06-17,P01,1248,2017,6,5,1
2017-06-17,P02,2181,2017,6,5,1
2017-06-17,P03,1820,2017,6,5,1
2017-06-17,P04,1411,2017,6,5,1
2017-06-17,P05,1076,2017,6,5,1
2017-06-18,P01,1216,2017,6,6,1
2017-06-18,P02,2198,2017,6,6,1
2017-06-18,P03,1838,2017,6,6,1
2017-06-18,P04,1422,2017,6,6,1
2017-06-18,P05,1141,2017,6,6,1
2017-06-19,P01,1210,2017,6,0,0
2017-06-19,P02,2220,2017,6,0,0
2017-06-19,P03,1788,2017,6,0,0
2017-06-19,P04,1458,2017,6,0,0
2017-06-19,P05,1092,2017,6,0,0
2017-06-20,P01,1225,2017,6,1,0
2017-06-20,P02,2236,2017,6,1,0
2017-06-20,P03,1836,2017,6,1,0
2017-06-20,P04,1431,2017,6,1,0
2017-06-20,P05,1150,2017,6,1,0
2017-06-21,P01,1191,2017,6,2,0
2017-06-21,P02,2207,2017,6,2,0
2017-06-21,P03,1784,2017,6,2,0
2017-06-21,P04,1384,2017,6,2,0
2017-06-21,P05,1135,2017,6,2,0
2017-06-22,P01,1231,2017,6,3,0
2017-06-22,P02,2232,2017,6,3,0
2017-06-22,P03,1811,2017,6,3,0
2017-06-22,P04,1449,2017,6,3,0
2017-06-22,P05,1128,2017,6,3,0
2017-06-23,P01,1216,2017,6,4,0
2017-06-23,P02,2178,2017,6,4,0
2017-06-23,P03,1833,2017,6,4,0
2017-06-23,P04,1409,2017,6,4,0
2017-06-23,P05,1134,2017,6,4,0
2017-06-24,P01,1248,2017,6,5,1
2017-06-24,P02,2225,2017,6,5,1
2017-06-24,P03,1796,2017,6,5,1
2017-06-24,P04,1384,2017,6,5,1
2017-06-24,P05,1081,2017,6,5,1
2017-06-25,P01,1155,2017,6,6,1
2017-06-25,P02,2194,2017,6,6,1
2017-06-25,P03,1854,2017,6,6,1
2017-06-25,P04,1457,2017,6,6,1
2017-06-25,P05,1065,2017,6,6,1
2017-06-26,P01,1233,2017,6,0,0
2017-06-26,P02,2206,2017,6,0,0
2017-06-26,P03,1777,2017,6,0,0
2017-06-26,P04,1403,2017,6,0,0
2017-06-26,P05,1077,2017,6,0,0
2017-06-27,P01,1157,2017,6,1,0
2017-06-27,P02,2146,2017,6,1,0
2017-06-27,P03,1797,2017,6,1,0
2017-06-27,P04,1424,2017,6,1,0
2017-06-27,P05,1084,2017,6,1,0
2017-06-28,P01,1174,2017,6,2,0
2017-06-28,P02,2188,2017,6,2,0
2017-06-28,P03,1766,2017,6,2,0
2017-06-28,P04,1414,2017,6,2,0
2017-06-28,P05,1039,2017,6,2,0
2017-06-29,P01,1175,2017,6,3,0
2017-06-29,P02,2170,2017,6,3,0
2017-06-29,P03,1788,2017,6,3,0
2017-06-29,P04,1361,2017,6,3,0
2017-06-29,P05,1089,2017,6,3,0
2017-06-30,P01,1238,2017,6,4,0
2017-06-30,P02,2234,2017,6,4,0
2017-06-30,P03,1778,2017,6,4,0
2017-06-30,P04,1372,2017,6,4,0
2017-06-30,P05,1138,2017,6,4,0
2017-07-01,P01,1189,2017,7,5,1
2017-07-01,P02,2180,2017,7,5,1
2017-07-01,P03,1764,2017,7,5,1
2017-07-01,P04,1390,2017,7,5,1
2017-07-01,P05,1105,2017,7,5,1
2017-07-02,P01,1205,2017,7,6,1
2017-07-02,P02,2187,2017,7,6,1
2017-07-02,P03,1804,2017,7,6,1
2017-07-02,P04,1449,2017,7,6,1
2017-07-02,P05,1084,2017,7,6,1
2017-07-03,P01,1205,2017,7,0,0
2017-07-03,P02,2150,2017,7,0,0
2017-07-03,P03,1801,2017,7,0,0
2017-07-03,P04,1412,2017,7,0,0
2017-07-03,P05,1108,2017,7,0,0
2017-07-04,P01,1203,2017,7,1,0
2017-07-04,P02,2237,2017,7,1,0
2017-07-04,P03,1794,2017,7,1,0
2017-07-04,P04,1338,2017,7,1,0
2017-07-04,P05,1086,2017,7,1,0
2017-07-05,P01,1159,2017,7,2,0
2017-07-05,P02,2215,2017,7,2,0
2017-07-05,P03,1850,2017,7,2,0
2017-07-05,P04,1388,2017,7,2,0
2017-07-05,P05,1076,2017,7,2,0
2017-07-06,P01,1231,2017,7,3,0
2017-07-06,P02,2207,2017,7,3,0
2017-07-06,P03,1779,2017,7,3,0
2017-07-06,P04,1392,2017,7,3,0
2017-07-06,P05,1052,2017,7,3,0
2017-07-07,P01,1178,2017,7,4,0
2017-07-07,P02,2195,2017,7,4,0
2017-07-07,P03,1789,2017,7,4,0
2017-07-07,P04,1370,2017,7,4,0
2017-07-07,P05,1117,2017,7,4,0
2017-07-08,P01,1177,2017,7,5,1
2017-07-08,P02,2188,2017,7,5,1
2017-07-08,P03,1778,2017,7,5,1
2017-07-08,P04,1368,2017,7,5,1
2017-07-08,P05,1073,2017,7,5,1
2017-07-09,P01,1159,2017,7,6,1
2017-07-09,P02,2176,2017,7,6,1
2017-07-09,P03,1785,2017,7,6,1
2017-07-09,P04,1363,2017,7,6,1
2017-07-09,P05,1082,2017,7,6,1
2017-07-10,P01,1199,2017,7,0,0
2017-07-10,P02,2172,2017,7,0,0
2017-07-10,P03,1782,2017,7,0,0
2017-07-10,P04,1376,2017,7,0,0
2017-07-10,P05,1056,2017,7,0,0
2017-07-11,P01,1105,2017,7,1,0
2017-07-11,P02,2180,2017,7,1,0
2017-07-11,P03,1821,2017,7,1,0
2017-07-11,P04,1412,2017,7,1,0
2017-07-11,P05,1053,2017,7,1,0
2017-07-12,P01,1127,2017,7,2,0
2017-07-12,P02,2122,2017,7,2,0
2017-07-12,P03,1737,2017,7,2,0
2017-07-12,P04,1352,2017,7,2,0
2017-07-12,P05,1041,2017,7,2,0
2017-07-13,P01,1176,2017,7,3,0
2017-07-13,P02,2161,2017,7,3,0
2017-07-13,P03,1748,2017,7,3,0
2017-07-13,P04,1312,2017,7,3,0
2017-07-13,P05,1040,2017,7,3,0
2017-07-14,P01,1221,2017,7,4,0
2017-07-14,P02,2157,2017,7,4,0
2017-07-14,P03,1752,2017,7,4,0
2017-07-14,P04,1351,2017,7,4,0
2017-07-14,P05,1080,2017,7,4,0
2017-07-15,P01,1177,2017,7,5,1
2017-07-15,P02,2154,2017,7,5,1
2017-07-15,P03,1771,2017,7,5,1
2017-07-15,P04,1371,2017,7,5,1
2017-07-15,P05,1078,2017,7,5,1
2017-07-16,P01,1207,2017,7,6,1
2017-07-16,P02,2155,2017,7,6,1
2017-07-16,P03,1808,2017,7,6,1
2017-07-16,P04,1354,2017,7,6,1
2017-07-16,P05,1085,2017,7,6,1
2017-07-17,P01,1156,2017,7,0,0
2017-07-17,P02,2156,2017,7,0,0
2017-07-17,P03,1740,2017,7,0,0
2017-07-17,P04,1353,2017,7,0,0
2017-07-17,P05,995,2017,7,0,0
2017-07-18,P01,1177,2017,7,1,0
2017-07-18,P02,2159,2017,7,1,0
2017-07-18,P03,1773,2017,7,1,0
2017-07-18,P04,1322,2017,7,1,0
2017-07-18,P05,1062,2017,7,1,0
2017-07-19,P01,1081,2017,7,2,0
2017-07-19,P02,2144,2017,7,2,0
2017-07-19,P03,1754,2017,7,2,0
2017-07-19,P04,1376,2017,7,2,0
2017-07-19,P05,1042,2017,7,2,0
2017-07-20,P01,1104,2017,7,3,0
2017-07-20,P02,2137,2017,7,3,0
2017-07-20,P03,1746,2017,7,3,0
2017-07-20,P04,1318,2017,7,3,0
2017-07-20,P05,1032,2017,7,3,0
2017-07-21,P01,1114,2017,7,4,0
2017-07-21,P02,2109,2017,7,4,0
2017-07-21,P03,1713,2017,7,4,0
2017-07-21,P04,1324,2017,7,4,0
2017-07-21,P05,1075,2017,7,4,0
2017-07-22,P01,1161,2017,7,5,1
2017-07-22,P02,2175,2017,7,5,1
2017-07-22,P03,1742,2017,7,5,1
2017-07-22,P04,1352,2017,7,5,1
2017-07-22,P05,1017,2017,7,5,1
2017-07-23,P01,1099,2017,7,6,1
2017-07-23,P02,2116,2017,7,6,1
2017-07-23,P03,1759,2017,7,6,1
2017-07-23,P04,1323,2017,7,6,1
2017-07-23,P05,1064,2017,7,6,1
2017-07-24,P01,1132,2017,7,0,0
2017-07-24,P02,2135,2017,7,0,0
2017-07-24,P03,1707,2017,7,0,0
2017-07-24,P04,1372,2017,7,0,0
2017-07-24,P05,1049,2017,7,0,0
2017-07-25,P01,1182,2017,7,1,0
2017-07-25,P02,2106,2017,7,1,0
2017-07-25,P03,1749,2017,7,1,0
2017-07-25,P04,1339,2017,7,1,0
2017-07-25,P05,1058,2017,7,1,0
2017-07-26,P01,1151,2017,7,2,0
2017-07-26,P02,2148,2017,7,2,0
2017-07-26,P03,1746,2017,7,2,0
2017-07-26,P04,1323,2017,7,2,0
2017-07-26,P05,1044,2017,7,2,0
2017-07-27,P01,1125,2017,7,3,0
2017-07-27,P02,2095,2017,7,3,0
2017-07-27,P03,1790,2017,7,3,0
2017-07-27,P04,1340,2017,7,3,0
2017-07-27,P05,1015,2017,7,3,0
2017-07-28,P01,1149,2017,7,4,0
2017-07-28,P02,2139,2017,7,4,0
2017-07-28,P03,1748,2017,7,4,0
2017-07-28,P04,1324,2017,7,4,0
2017-07-28,P05,1044,2017,7,4,0
2017-07-29,P01,1107,2017,7,5,1
2017-07-29,P02,2127,2017,7,5,1
2017-07-29,P03,1697,2017,7,5,1
2017-07-29,P04,1313,2017,7,5,1
2017-07-29,P05,1034,2017,7,5,1
2017-07-30,P01,1109,2017,7,6,1
2017-07-30,P02,2170,2017,7,6,1
2017-07-30,P03,1779,2017,7,6,1
2017-07-30,P04,1322,2017,7,6,1
2017-07-30,P05,1011,2017,7,6,1
2017-07-31,P01,1116,2017,7,0,0
2017-07-31,P02,2102,2017,7,0,0
2017-07-31,P03,1735,2017,7,0,0
2017-07-31,P04,1341,2017,7,0,0
2017-07-31,P05,1030,2017,7,0,0
2017-08-01,P01,1113,2017,8,1,0
2017-08-01,P02,2120,2017,8,1,0
2017-08-01,P03,1697,2017,8,1,0
2017-08-01,P04,1301,2017,8,1,0
2017-08-01,P05,1015,2017,8,1,0
2017-08-02,P01,1182,2017,8,2,0
2017-08-02,P02,2114,2017,8,2,0
2017-08-02,P03,1716,2017,8,2,0
2017-08-02,P04,1332,2017,8,2,0
2017-08-02,P05,1027,2017,8,2,0
2017-08-03,P01,1132,2017,8,3,0
2017-08-03,P02,2138,2017,8,3,0
2017-08-03,P03,1669,2017,8,3,0
2017-08-03,P04,1315,2017,8,3,0
2017-08-03,P05,1048,2017,8,3,0
2017-08-04,P01,1116,2017,8,4,0
2017-08-04,P02,2089,2017,8,4,0
2017-08-04,P03,1684,2017,8,4,0
2017-08-04,P04,1351,2017,8,4,0
2017-08-04,P05,1046,2017,8,4,0
2017-08-05,P01,1104,2017,8,5,1
2017-08-05,P02,2125,2017,8,5,1
2017-08-05,P03,1689,2017,8,5,1
2017-08-05,P04,1330,2017,8,5,1
2017-08-05,P05,1054,2017,8,5,1
2017-08-06,P01,1136,2017,8,6,1
2017-08-06,P02,2108,2017,8,6,1
2017-08-06,P03,1665,2017,8,6,1
2017-08-06,P04,1312,2017,8,6,1
2017-08-06,P05,995,2017,8,6,1
2017-08-07,P01,1088,2017,8,0,0
2017-08-07,P02,2128,2017,8,0,0
2017-08-07,P03,1680,2017,8,0,0
2017-08-07,P04,1247,2017,8,0,0
2017-08-07,P05,1005,2017,8,0,0
2017-08-08,P01,1135,2017,8,1,0
2017-08-08,P02,2094,2017,8,1,0
2017-08-08,P03,1742,2017,8,1,0
2017-08-08,P04,1311,2017,8,1,0
2017-08-08,P05,1050,2017,8,1,0
2017-08-09,P01,1093,2017,8,2,0
2017-08-09,P02,2131,2017,8,2,0
2017-08-09,P03,1733,2017,8,2,0
2017-08-09,P04,1300,2017,8,2,0
2017-08-09,P05,976,2017,8,2,0
2017-08-10,P01,1083,2017,8,3,0
2017-08-10,P02,2109,2017,8,3,0
2017-08-10,P03,1754,2017,8,3,0
2017-08-10,P04,1288,2017,8,3,0
2017-08-10,P05,978,2017,8,3,0
2017-08-11,P01,1075,2017,8,4,0
2017-08-11,P02,2124,2017,8,4,0
2017-08-11,P03,1679,2017,8,4,0
2017-08-11,P04,1336,2017,8,4,0
2017-08-11,P05,993,2017,8,4,0
2017-08-12,P01,1107,2017,8,5,1
2017-08-12,P02,2139,2017,8,5,1
2017-08-12,P03,1657,2017,8,5,1
2017-08-12,P04,1318,2017,8,5,1
2017-08-12,P05,1005,2017,8,5,1
2017-08-13,P01,1140,2017,8,6,1
2017-08-13,P02,2086,2017,8,6,1
2017-08-13,P03,1687,2017,8,6,1
2017-08-13,P04,1308,2017,8,6,1
2017-08-13,P05,990,2017,8,6,1
2017-08-14,P01,1102,2017,8,0,0
2017-08-14,P02,2076,2017,8,0,0
2017-08-14,P03,1685,2017,8,0,0
2017-08-14,P04,1328,2017,8,0,0
2017-08-14,P05,1012,2017,8,0,0
2017-08-15,P01,1120,2017,8,1,0
2017-08-15,P02,2081,2017,8,1,0
2017-08-15,P03,1718,2017,8,1,0
2017-08-15,P04,1297,2017,8,1,0
2017-08-15,P05,977,2017,8,1,0
2017-08-16,P01,1102,2017,8,2,0
2017-08-16,P02,2081,2017,8,2,0
2017-08-16,P03,1684,2017,8,2,0
2017-08-16,P04,1251,2017,8,2,0
2017-08-16,P05,966,2017,8,2,0
2017-08-17,P01,1060,2017,8,3,0
2017-08-17,P02,2064,2017,8,3,0
2017-08-17,P03,1678,2017,8,3,0
2017-08-17,P04,1297,2017,8,3,0
2017-08-17,P05,990,2017,8,3,0
2017-08-18,P01,1074,2017,8,4,0
2017-08-18,P02,2064,2017,8,4,0
2017-08-18,P03,1685,2017,8,4,0
2017-08-18,P04,1287,2017,8,4,0
2017-08-18,P05,971,2017,8,4,0
2017-08-19,P01,1065,2017,8,5,1
2017-08-19,P02,2078,2017,8,5,1
2017-08-19,P03,1670,2017,8,5,1
2017-08-19,P04,1296,2017,8,5,1
2017-08-19,P05,1018,2017,8,5,1
2017-08-20,P01,1098,2017,8,6,1
2017-08-20,P02,2054,2017,8,6,1
2017-08-20,P03,1698,2017,8,6,1
2017-08-20,P04,1279,2017,8,6,1
2017-08-20,P05,987,2017,8,6,1
2017-08-21,P01,1036,2017,8,0,0
2017-08-21,P02,2085,2017,8,0,0
2017-08-21,P03,1726,2017,8,0,0
2017-08-21,P04,1281,2017,8,0,0
2017-08-21,P05,1026,2017,8,0,0
2017-08-22,P01,1078,2017,8,1,0
2017-08-22,P02,2072,2017,8,1,0
2017-08-22,P03,1699,2017,8,1,0
2017-08-22,P04,1362,2017,8,1,0
2017-08-22,P05,952,2017,8,1,0
2017-08-23,P01,1070,2017,8,2,0
2017-08-23,P02,2027,2017,8,2,0
2017-08-23,P03,1639,2017,8,2,0
2017-08-23,P04,1267,2017,8,2,0
2017-08-23,P05,995,2017,8,2,0
2017-08-24,P01,1102,2017,8,3,0
2017-08-24,P02,2058,2017,8,3,0
2017-08-24,P03,1716,2017,8,3,0
2017-08-24,P04,1247,2017,8,3,0
2017-08-24,P05,992,2017,8,3,0
2017-08-25,P01,1077,2017,8,4,0
2017-08-25,P02,2087,2017,8,4,0
2017-08-25,P03,1668,2017,8,4,0
2017-08-25,P04,1235,2017,8,4,0
2017-08-25,P05,995,2017,8,4,0
2017-08-26,P01,1062,2017,8,5,1
2017-08-26,P02,2109,2017,8,5,1
2017-08-26,P03,1655,2017,8,5,1
2017-08-26,P04,1320,2017,8,5,1
2017-08-26,P05,920,2017,8,5,1
2017-08-27,P01,1048,2017,8,6,1
2017-08-27,P02,2039,2017,8,6,1
2017-08-27,P03,1697,2017,8,6,1
2017-08-27,P04,1262,2017,8,6,1
2017-08-27,P05,991,2017,8,6,1
2017-08-28,P01,1076,2017,8,0,0
2017-08-28,P02,2081,2017,8,0,0
2017-08-28,P03,1668,2017,8,0,0
2017-08-28,P04,1271,2017,8,0,0
2017-08-28,P05,1004,2017,8,0,0
2017-08-29,P01,1041,2017,8,1,0
2017-08-29,P02,2044,2017,8,1,0
2017-08-29,P03,1683,2017,8,1,0
2017-08-29,P04,1253,2017,8,1,0
2017-08-29,P05,964,2017,8,1,0
2017-08-30,P01,1014,2017,8,2,0
2017-08-30,P02,2051,2017,8,2,0
2017-08-30,P03,1703,2017,8,2,0
2017-08-30,P04,1314,2017,8,2,0
2017-08-30,P05,972,2017,8,2,0
2017-08-31,P01,1087,2017,8,3,0
2017-08-31,P02,2045,2017,8,3,0
2017-08-31,P03,1666,2017,8,3,0
2017-08-31,P04,1260,2017,8,3,0
2017-08-31,P05,957,2017,8,3,0
2017-09-01,P01,1121,2017,9,4,0
2017-09-01,P02,2043,2017,9,4,0
2017-09-01,P03,1673,2017,9,4,0
2017-09-01,P04,1248,2017,9,4,0
2017-09-01,P05,968,2017,9,4,0
2017-09-02,P01,1041,2017,9,5,1
2017-09-02,P02,2066,2017,9,5,1
2017-09-02,P03,1681,2017,9,5,1
2017-09-02,P04,1245,2017,9,5,1
2017-09-02,P05,981,2017,9,5,1
2017-09-03,P01,1090,2017,9,6,1
2017-09-03,P02,2072,2017,9,6,1
2017-09-03,P03,1610,2017,9,6,1
2017-09-03,P04,1228,2017,9,6,1
2017-09-03,P05,940,2017,9,6,1
2017-09-04,P01,1036,2017,9,0,0
2017-09-04,P02,2051,2017,9,0,0
2017-09-04,P03,1639,2017,9,0,0
2017-09-04,P04,1259,2017,9,0,0
2017-09-04,P05,970,2017,9,0,0
2017-09-05,P01,1054,2017,9,1,0
2017-09-05,P02,2024,2017,9,1,0
2017-09-05,P03,1683,2017,9,1,0
2017-09-05,P04,1243,2017,9,1,0
2017-09-05,P05,939,2017,9,1,0
2017-09-06,P01,1097,2017,9,2,0
2017-09-06,P02,2089,2017,9,2,0
2017-09-06,P03,1666,2017,9,2,0
2017-09-06,P04,1227,2017,9,2,0
2017-09-06,P05,955,2017,9,2,0
2017-09-07,P01,1070,2017,9,3,0
2017-09-07,P02,2078,2017,9,3,0
2017-09-07,P03,1692,2017,9,3,0
2017-09-07,P04,1243,2017,9,3,0
2017-09-07,P05,968,2017,9,3,0
2017-09-08,P01,1061,2017,9,4,0
2017-09-08,P02,2048,2017,9,4,0
2017-09-08,P03,1636,2017,9,4,0
2017-09-08,P04,1250,2017,9,4,0
2017-09-08,P05,999,2017,9,4,0
2017-09-09,P01,1087,2017,9,5,1
2017-09-09,P02,2046,2017,9,5,1
2017-09-09,P03,1689,2017,9,5,1
2017-09-09,P04,1230,2017,9,5,1
2017-09-09,P05,939,2017,9,5,1
2017-09-10,P01,1081,2017,9,6,1
2017-09-10,P02,2110,2017,9,6,1
2017-09-10,P03,1654,2017,9,6,1
2017-09-10,P04,1247,2017,9,6,1
2017-09-10,P05,951,2017,9,6,1
2017-09-11,P01,1055,2017,9,0,0
2017-09-11,P02,2036,2017,9,0,0
2017-09-11,P03,1659,2017,9,0,0
2017-09-11,P04,1313,2017,9,0,0
