date,store,item,sales
2017-03-30,9,4,106
2017-03-30,9,5,76
2017-03-30,10,1,83
2017-03-30,10,2,151
2017-03-30,10,3,131
2017-03-30,10,4,94
2017-03-30,10,5,78
2017-03-31,1,1,91
2017-03-31,1,2,162
2017-03-31,1,3,130
2017-03-31,1,4,99
2017-03-31,1,5,94
2017-03-31,2,1,90
2017-03-31,2,2,164
2017-03-31,2,3,130
2017-03-31,2,4,94
2017-03-31,2,5,87
2017-03-31,3,1,86
2017-03-31,3,2,159
2017-03-31,3,3,131
2017-03-31,3,4,90
2017-03-31,3,5,76
2017-03-31,4,1,94
2017-03-31,4,2,156
2017-03-31,4,3,126
2017-03-31,4,4,100
2017-03-31,4,5,83
2017-03-31,5,1,92
2017-03-31,5,2,159
2017-03-31,5,3,130
2017-03-31,5,4,96
2017-03-31,5,5,85
2017-03-31,6,1,95
2017-03-31,6,2,157
2017-03-31,6,3,134
2017-03-31,6,4,99
2017-03-31,6,5,88
2017-03-31,7,1,90
2017-03-31,7,2,159
2017-03-31,7,3,131
2017-03-31,7,4,106
2017-03-31,7,5,86
2017-03-31,8,1,92
2017-03-31,8,2,158
2017-03-31,8,3,137
2017-03-31,8,4,103
2017-03-31,8,5,85
2017-03-31,9,1,89
2017-03-31,9,2,164
2017-03-31,9,3,126
2017-03-31,9,4,91
2017-03-31,9,5,85
2017-03-31,10,1,95
2017-03-31,10,2,167
2017-03-31,10,3,129
2017-03-31,10,4,100
2017-03-31,10,5,87
2017-04-01,1,1,88
2017-04-01,1,2,162
2017-04-01,1,3,129
2017-04-01,1,4,105
2017-04-01,1,5,88
2017-04-01,2,1,94
2017-04-01,2,2,158
2017-04-01,2,3,139
2017-04-01,2,4,102
2017-04-01,2,5,86
2017-04-01,3,1,86
2017-04-01,3,2,159
2017-04-01,3,3,130
2017-04-01,3,4,96
2017-04-01,3,5,83
2017-04-01,4,1,89
2017-04-01,4,2,160
2017-04-01,4,3,121
2017-04-01,4,4,99
2017-04-01,4,5,83
2017-04-01,5,1,89
2017-04-01,5,2,165
2017-04-01,5,3,140
2017-04-01,5,4,103
2017-04-01,5,5,78
2017-04-01,6,1,88
2017-04-01,6,2,162
2017-04-01,6,3,132
2017-04-01,6,4,104
2017-04-01,6,5,84
2017-04-01,7,1,88
2017-04-01,7,2,168
2017-04-01,7,3,130
2017-04-01,7,4,94
2017-04-01,7,5,92
2017-04-01,8,1,82
2017-04-01,8,2,142
2017-04-01,8,3,133
2017-04-01,8,4,104
2017-04-01,8,5,87
2017-04-01,9,1,83
2017-04-01,9,2,159
2017-04-01,9,3,128
2017-04-01,9,4,97
2017-04-01,9,5,92
2017-04-01,10,1,84
2017-04-01,10,2,161
2017-04-01,10,3,135
2017-04-01,10,4,101
2017-04-01,10,5,91
2017-04-02,1,1,92
2017-04-02,1,2,162
2017-04-02,1,3,131
2017-04-02,1,4,103
2017-04-02,1,5,83
2017-04-02,2,1,83
2017-04-02,2,2,164
2017-04-02,2,3,135
2017-04-02,2,4,101
2017-04-02,2,5,82
2017-04-02,3,1,82
2017-04-02,3,2,160
2017-04-02,3,3,123
2017-04-02,3,4,92
2017-04-02,3,5,84
2017-04-02,4,1,86
2017-04-02,4,2,161
2017-04-02,4,3,129
2017-04-02,4,4,96
2017-04-02,4,5,76
2017-04-02,5,1,85
2017-04-02,5,2,155
2017-04-02,5,3,123
2017-04-02,5,4,98
2017-04-02,5,5,79
2017-04-02,6,1,89
2017-04-02,6,2,161
2017-04-02,6,3,125
2017-04-02,6,4,102
2017-04-02,6,5,78
2017-04-02,7,1,84
2017-04-02,7,2,159
2017-04-02,7,3,133
2017-04-02,7,4,104
2017-04-02,7,5,93
2017-04-02,8,1,88
2017-04-02,8,2,159
2017-04-02,8,3,124
2017-04-02,8,4,93
2017-04-02,8,5,86
2017-04-02,9,1,86
2017-04-02,9,2,166
2017-04-02,9,3,122
2017-04-02,9,4,102
2017-04-02,9,5,79
2017-04-02,10,1,85
2017-04-02,10,2,162
2017-04-02,10,3,126
2017-04-02,10,4,97
2017-04-02,10,5,80
2017-04-03,1,1,98
2017-04-03,1,2,156
2017-04-03,1,3,130
2017-04-03,1,4,98
2017-04-03,1,5,86
2017-04-03,2,1,86
2017-04-03,2,2,158
2017-04-03,2,3,131
2017-04-03,2,4,95
2017-04-03,2,5,90
2017-04-03,3,1,95
2017-04-03,3,2,163
2017-04-03,3,3,130
2017-04-03,3,4,85
2017-04-03,3,5,87
2017-04-03,4,1,88
2017-04-03,4,2,158
2017-04-03,4,3,120
2017-04-03,4,4,102
2017-04-03,4,5,77
2017-04-03,5,1,90
2017-04-03,5,2,164
2017-04-03,5,3,127
2017-04-03,5,4,106
2017-04-03,5,5,81
2017-04-03,6,1,92
2017-04-03,6,2,153
2017-04-03,6,3,135
2017-04-03,6,4,104
2017-04-03,6,5,87
2017-04-03,7,1,88
2017-04-03,7,2,152
2017-04-03,7,3,128
2017-04-03,7,4,105
2017-04-03,7,5,85
2017-04-03,8,1,82
2017-04-03,8,2,154
2017-04-03,8,3,136
2017-04-03,8,4,102
2017-04-03,8,5,78
2017-04-03,9,1,81
2017-04-03,9,2,156
2017-04-03,9,3,120
2017-04-03,9,4,99
2017-04-03,9,5,97
2017-04-03,10,1,82
2017-04-03,10,2,159
2017-04-03,10,3,136
2017-04-03,10,4,103
2017-04-03,10,5,84
2017-04-04,1,1,89
2017-04-04,1,2,154
2017-04-04,1,3,128
2017-04-04,1,4,101
2017-04-04,1,5,90
2017-04-04,2,1,86
2017-04-04,2,2,159
2017-04-04,2,3,125
2017-04-04,2,4,101
2017-04-04,2,5,88
2017-04-04,3,1,93
2017-04-04,3,2,154
2017-04-04,3,3,130
2017-04-04,3,4,96
2017-04-04,3,5,90
2017-04-04,4,1,89
2017-04-04,4,2,152
2017-04-04,4,3,128
2017-04-04,4,4,102
2017-04-04,4,5,86
2017-04-04,5,1,87
2017-04-04,5,2,157
2017-04-04,5,3,125
2017-04-04,5,4,98
2017-04-04,5,5,80
2017-04-04,6,1,94
2017-04-04,6,2,155
2017-04-04,6,3,130
2017-04-04,6,4,100
2017-04-04,6,5,89
2017-04-04,7,1,95
2017-04-04,7,2,163
2017-04-04,7,3,131
2017-04-04,7,4,94
2017-04-04,7,5,79
2017-04-04,8,1,85
2017-04-04,8,2,163
2017-04-04,8,3,130
2017-04-04,8,4,104
2017-04-04,8,5,90
2017-04-04,9,1,86
2017-04-04,9,2,160
2017-04-04,9,3,129
2017-04-04,9,4,98
2017-04-04,9,5,82
2017-04-04,10,1,95
2017-04-04,10,2,160
2017-04-04,10,3,130
2017-04-04,10,4,95
2017-04-04,10,5,88
2017-04-05,1,1,84
2017-04-05,1,2,162
2017-04-05,1,3,132
2017-04-05,1,4,97
2017-04-05,1,5,86
2017-04-05,2,1,90
2017-04-05,2,2,159
2017-04-05,2,3,130
2017-04-05,2,4,100
2017-04-05,2,5,85
2017-04-05,3,1,90
2017-04-05,3,2,154
2017-04-05,3,3,129
2017-04-05,3,4,101
2017-04-05,3,5,85
2017-04-05,4,1,94
2017-04-05,4,2,163
2017-04-05,4,3,125
2017-04-05,4,4,99
2017-04-05,4,5,83
2017-04-05,5,1,89
2017-04-05,5,2,159
2017-04-05,5,3,133
2017-04-05,5,4,100
2017-04-05,5,5,91
2017-04-05,6,1,91
2017-04-05,6,2,155
2017-04-05,6,3,127
2017-04-05,6,4,102
2017-04-05,6,5,76
2017-04-05,7,1,83
2017-04-05,7,2,160
2017-04-05,7,3,134
2017-04-05,7,4,106
2017-04-05,7,5,83
2017-04-05,8,1,95
2017-04-05,8,2,160
2017-04-05,8,3,122
2017-04-05,8,4,99
2017-04-05,8,5,81
2017-04-05,9,1,94
2017-04-05,9,2,159
2017-04-05,9,3,123
2017-04-05,9,4,92
2017-04-05,9,5,84
2017-04-05,10,1,77
2017-04-05,10,2,157
2017-04-05,10,3,131
2017-04-05,10,4,94
2017-04-05,10,5,89
2017-04-06,1,1,95
2017-04-06,1,2,154
2017-04-06,1,3,128
2017-04-06,1,4,104
2017-04-06,1,5,84
2017-04-06,2,1,82
2017-04-06,2,2,159
2017-04-06,2,3,125
2017-04-06,2,4,105
2017-04-06,2,5,87
2017-04-06,3,1,88
2017-04-06,3,2,160
2017-04-06,3,3,123
2017-04-06,3,4,96
2017-04-06,3,5,92
2017-04-06,4,1,90
2017-04-06,4,2,164
2017-04-06,4,3,131
2017-04-06,4,4,106
2017-04-06,4,5,74
2017-04-06,5,1,89
2017-04-06,5,2,168
2017-04-06,5,3,134
2017-04-06,5,4,106
2017-04-06,5,5,84
2017-04-06,6,1,87
2017-04-06,6,2,154
2017-04-06,6,3,124
2017-04-06,6,4,104
2017-04-06,6,5,87
2017-04-06,7,1,89
2017-04-06,7,2,162
2017-04-06,7,3,130
2017-04-06,7,4,104
2017-04-06,7,5,89
2017-04-06,8,1,84
2017-04-06,8,2,161
2017-04-06,8,3,121
2017-04-06,8,4,100
2017-04-06,8,5,87
2017-04-06,9,1,83
2017-04-06,9,2,157
2017-04-06,9,3,130
2017-04-06,9,4,101
2017-04-06,9,5,83
2017-04-06,10,1,84
2017-04-06,10,2,159
2017-04-06,10,3,121
2017-04-06,10,4,98
2017-04-06,10,5,82
2017-04-07,1,1,89
2017-04-07,1,2,157
2017-04-07,1,3,122
2017-04-07,1,4,98
2017-04-07,1,5,89
2017-04-07,2,1,96
2017-04-07,2,2,172
2017-04-07,2,3,138
2017-04-07,2,4,93
2017-04-07,2,5,82
2017-04-07,3,1,89
2017-04-07,3,2,159
2017-04-07,3,3,130
2017-04-07,3,4,111
2017-04-07,3,5,79
2017-04-07,4,1,86
2017-04-07,4,2,168
2017-04-07,4,3,126
2017-04-07,4,4,101
2017-04-07,4,5,90
2017-04-07,5,1,92
2017-04-07,5,2,160
2017-04-07,5,3,134
2017-04-07,5,4,95
2017-04-07,5,5,82
2017-04-07,6,1,92
2017-04-07,6,2,149
2017-04-07,6,3,137
2017-04-07,6,4,101
2017-04-07,6,5,85
2017-04-07,7,1,81
2017-04-07,7,2,153
2017-04-07,7,3,127
2017-04-07,7,4,103
2017-04-07,7,5,74
2017-04-07,8,1,93
2017-04-07,8,2,158
2017-04-07,8,3,128
2017-04-07,8,4,101
2017-04-07,8,5,86
2017-04-07,9,1,86
2017-04-07,9,2,163
2017-04-07,9,3,118
2017-04-07,9,4,97
2017-04-07,9,5,85
2017-04-07,10,1,88
2017-04-07,10,2,150
2017-04-07,10,3,133
2017-04-07,10,4,93
2017-04-07,10,5,84
2017-04-08,1,1,90
2017-04-08,1,2,160
2017-04-08,1,3,135
2017-04-08,1,4,99
2017-04-08,1,5,87
2017-04-08,2,1,89
2017-04-08,2,2,162
2017-04-08,2,3,136
2017-04-08,2,4,100
2017-04-08,2,5,88
2017-04-08,3,1,97
2017-04-08,3,2,166
2017-04-08,3,3,128
2017-04-08,3,4,105
2017-04-08,3,5,86
2017-04-08,4,1,95
2017-04-08,4,2,162
2017-04-08,4,3,131
2017-04-08,4,4,102
2017-04-08,4,5,86
2017-04-08,5,1,91
2017-04-08,5,2,159
2017-04-08,5,3,128
2017-04-08,5,4,108
2017-04-08,5,5,87
2017-04-08,6,1,87
2017-04-08,6,2,158
2017-04-08,6,3,135
2017-04-08,6,4,96
2017-04-08,6,5,77
2017-04-08,7,1,82
2017-04-08,7,2,151
2017-04-08,7,3,123
2017-04-08,7,4,94
2017-04-08,7,5,91
2017-04-08,8,1,89
2017-04-08,8,2,158
2017-04-08,8,3,122
2017-04-08,8,4,99
2017-04-08,8,5,76
2017-04-08,9,1,88
2017-04-08,9,2,170
2017-04-08,9,3,133
2017-04-08,9,4,98
2017-04-08,9,5,88
2017-04-08,10,1,87
2017-04-08,10,2,155
2017-04-08,10,3,138
2017-04-08,10,4,94
2017-04-08,10,5,83
2017-04-09,1,1,91
2017-04-09,1,2,155
2017-04-09,1,3,133
2017-04-09,1,4,98
2017-04-09,1,5,88
2017-04-09,2,1,92
2017-04-09,2,2,158
2017-04-09,2,3,138
2017-04-09,2,4,96
2017-04-09,2,5,91
2017-04-09,3,1,95
2017-04-09,3,2,168
2017-04-09,3,3,130
2017-04-09,3,4,95
2017-04-09,3,5,95
2017-04-09,4,1,88
2017-04-09,4,2,155
2017-04-09,4,3,128
2017-04-09,4,4,95
2017-04-09,4,5,87
2017-04-09,5,1,86
2017-04-09,5,2,158
2017-04-09,5,3,134
2017-04-09,5,4,103
2017-04-09,5,5,84
2017-04-09,6,1,90
2017-04-09,6,2,159
2017-04-09,6,3,127
2017-04-09,6,4,99
2017-04-09,6,5,87
2017-04-09,7,1,89
2017-04-09,7,2,162
2017-04-09,7,3,125
2017-04-09,7,4,96
2017-04-09,7,5,81
2017-04-09,8,1,87
2017-04-09,8,2,166
2017-04-09,8,3,133
2017-04-09,8,4,94
2017-04-09,8,5,87
2017-04-09,9,1,87
2017-04-09,9,2,156
2017-04-09,9,3,122
2017-04-09,9,4,104
2017-04-09,9,5,78
2017-04-09,10,1,89
2017-04-09,10,2,155
2017-04-09,10,3,133
2017-04-09,10,4,98
2017-04-09,10,5,84
2017-04-10,1,1,89
2017-04-10,1,2,161
2017-04-10,1,3,129
2017-04-10,1,4,99
2017-04-10,1,5,82
2017-04-10,2,1,82
2017-04-10,2,2,154
2017-04-10,2,3,133
2017-04-10,2,4,98
2017-04-10,2,5,81
2017-04-10,3,1,82
2017-04-10,3,2,151
2017-04-10,3,3,126
2017-04-10,3,4,104
2017-04-10,3,5,82
2017-04-10,4,1,91
2017-04-10,4,2,156
2017-04-10,4,3,133
2017-04-10,4,4,98
2017-04-10,4,5,78
2017-04-10,5,1,88
2017-04-10,5,2,169
2017-04-10,5,3,138
2017-04-10,5,4,102
2017-04-10,5,5,84
2017-04-10,6,1,91
2017-04-10,6,2,161
2017-04-10,6,3,129
2017-04-10,6,4,102
2017-04-10,6,5,85
2017-04-10,7,1,88
2017-04-10,7,2,153
2017-04-10,7,3,127
2017-04-10,7,4,103
2017-04-10,7,5,84
2017-04-10,8,1,91
2017-04-10,8,2,158
2017-04-10,8,3,124
2017-04-10,8,4,98
2017-04-10,8,5,79
2017-04-10,9,1,84
2017-04-10,9,2,165
2017-04-10,9,3,127
2017-04-10,9,4,96
2017-04-10,9,5,92
2017-04-10,10,1,93
2017-04-10,10,2,158
2017-04-10,10,3,132
2017-04-10,10,4,98
2017-04-10,10,5,81
2017-04-11,1,1,92
2017-04-11,1,2,158
2017-04-11,1,3,130
2017-04-11,1,4,104
2017-04-11,1,5,89
2017-04-11,2,1,87
2017-04-11,2,2,162
2017-04-11,2,3,124
2017-04-11,2,4,102
2017-04-11,2,5,85
2017-04-11,3,1,91
2017-04-11,3,2,158
2017-04-11,3,3,140
2017-04-11,3,4,95
2017-04-11,3,5,89
2017-04-11,4,1,84
2017-04-11,4,2,162
2017-04-11,4,3,132
2017-04-11,4,4,100
2017-04-11,4,5,82
2017-04-11,5,1,90
2017-04-11,5,2,161
2017-04-11,5,3,138
2017-04-11,5,4,95
2017-04-11,5,5,82
2017-04-11,6,1,91
2017-04-11,6,2,158
2017-04-11,6,3,129
2017-04-11,6,4,105
2017-04-11,6,5,70
2017-04-11,7,1,86
2017-04-11,7,2,151
2017-04-11,7,3,123
2017-04-11,7,4,111
2017-04-11,7,5,87
2017-04-11,8,1,94
2017-04-11,8,2,159
2017-04-11,8,3,133
2017-04-11,8,4,91
2017-04-11,8,5,90
2017-04-11,9,1,85
2017-04-11,9,2,157
2017-04-11,9,3,132
2017-04-11,9,4,101
2017-04-11,9,5,85
2017-04-11,10,1,83
2017-04-11,10,2,160
2017-04-11,10,3,134
2017-04-11,10,4,97
2017-04-11,10,5,91
2017-04-12,1,1,85
2017-04-12,1,2,159
2017-04-12,1,3,137
2017-04-12,1,4,96
2017-04-12,1,5,90
2017-04-12,2,1,99
2017-04-12,2,2,160
2017-04-12,2,3,127
2017-04-12,2,4,95
2017-04-12,2,5,91
2017-04-12,3,1,96
2017-04-12,3,2,167
2017-04-12,3,3,129
2017-04-12,3,4,105
2017-04-12,3,5,84
2017-04-12,4,1,85
2017-04-12,4,2,165
2017-04-12,4,3,137
2017-04-12,4,4,94
2017-04-12,4,5,79
2017-04-12,5,1,90
2017-04-12,5,2,164
2017-04-12,5,3,124
2017-04-12,5,4,100
2017-04-12,5,5,81
2017-04-12,6,1,93
2017-04-12,6,2,155
2017-04-12,6,3,133
2017-04-12,6,4,99
2017-04-12,6,5,80
2017-04-12,7,1,90
2017-04-12,7,2,150
2017-04-12,7,3,127
2017-04-12,7,4,101
2017-04-12,7,5,75
2017-04-12,8,1,76
2017-04-12,8,2,148
2017-04-12,8,3,136
2017-04-12,8,4,99
2017-04-12,8,5,82
2017-04-12,9,1,94
2017-04-12,9,2,157
2017-04-12,9,3,131
2017-04-12,9,4,99
2017-04-12,9,5,82
2017-04-12,10,1,91
2017-04-12,10,2,163
2017-04-12,10,3,128
2017-04-12,10,4,97
2017-04-12,10,5,83
2017-04-13,1,1,78
2017-04-13,1,2,161
2017-04-13,1,3,123
2017-04-13,1,4,102
2017-04-13,1,5,84
2017-04-13,2,1,90
2017-04-13,2,2,163
2017-04-13,2,3,125
2017-04-13,2,4,101
2017-04-13,2,5,86
2017-04-13,3,1,88
2017-04-13,3,2,155
2017-04-13,3,3,132
2017-04-13,3,4,103
2017-04-13,3,5,85
2017-04-13,4,1,84
2017-04-13,4,2,157
2017-04-13,4,3,129
2017-04-13,4,4,103
2017-04-13,4,5,76
2017-04-13,5,1,86
2017-04-13,5,2,157
2017-04-13,5,3,129
2017-04-13,5,4,93
2017-04-13,5,5,83
2017-04-13,6,1,88
2017-04-13,6,2,154
2017-04-13,6,3,129
2017-04-13,6,4,97
2017-04-13,6,5,87
2017-04-13,7,1,85
2017-04-13,7,2,160
2017-04-13,7,3,125
2017-04-13,7,4,96
2017-04-13,7,5,86
2017-04-13,8,1,90
2017-04-13,8,2,157
2017-04-13,8,3,128
2017-04-13,8,4,92
2017-04-13,8,5,91
2017-04-13,9,1,93
2017-04-13,9,2,163
2017-04-13,9,3,121
2017-04-13,9,4,96
2017-04-13,9,5,83
2017-04-13,10,1,80
2017-04-13,10,2,164
2017-04-13,10,3,137
2017-04-13,10,4,110
2017-04-13,10,5,79
2017-04-14,1,1,90
2017-04-14,1,2,166
2017-04-14,1,3,128
2017-04-14,1,4,96
2017-04-14,1,5,75
2017-04-14,2,1,95
2017-04-14,2,2,159
2017-04-14,2,3,126
2017-04-14,2,4,101
2017-04-14,2,5,85
2017-04-14,3,1,90
2017-04-14,3,2,158
2017-04-14,3,3,137
2017-04-14,3,4,99
2017-04-14,3,5,92
2017-04-14,4,1,92
2017-04-14,4,2,161
2017-04-14,4,3,129
2017-04-14,4,4,104
2017-04-14,4,5,85
2017-04-14,5,1,85
2017-04-14,5,2,154
2017-04-14,5,3,131
2017-04-14,5,4,95
2017-04-14,5,5,84
2017-04-14,6,1,95
2017-04-14,6,2,161
2017-04-14,6,3,126
2017-04-14,6,4,106
2017-04-14,6,5,87
2017-04-14,7,1,94
2017-04-14,7,2,148
2017-04-14,7,3,131
2017-04-14,7,4,103
2017-04-14,7,5,93
2017-04-14,8,1,82
2017-04-14,8,2,165
2017-04-14,8,3,137
2017-04-14,8,4,89
2017-04-14,8,5,87
2017-04-14,9,1,92
2017-04-14,9,2,158
2017-04-14,9,3,127
2017-04-14,9,4,103
2017-04-14,9,5,81
2017-04-14,10,1,88
2017-04-14,10,2,163
2017-04-14,10,3,138
2017-04-14,10,4,102
2017-04-14,10,5,85
2017-04-15,1,1,87
2017-04-15,1,2,154
2017-04-15,1,3,135
2017-04-15,1,4,98
2017-04-15,1,5,90
2017-04-15,2,1,88
2017-04-15,2,2,156
2017-04-15,2,3,131
2017-04-15,2,4,99
2017-04-15,2,5,78
2017-04-15,3,1,98
2017-04-15,3,2,156
2017-04-15,3,3,134
2017-04-15,3,4,103
2017-04-15,3,5,78
2017-04-15,4,1,84
2017-04-15,4,2,158
2017-04-15,4,3,125
2017-04-15,4,4,108
2017-04-15,4,5,83
2017-04-15,5,1,94
2017-04-15,5,2,162
2017-04-15,5,3,131
2017-04-15,5,4,99
2017-04-15,5,5,90
2017-04-15,6,1,85
2017-04-15,6,2,168
2017-04-15,6,3,123
2017-04-15,6,4,103
2017-04-15,6,5,77
2017-04-15,7,1,88
2017-04-15,7,2,160
2017-04-15,7,3,127
2017-04-15,7,4,98
2017-04-15,7,5,77
2017-04-15,8,1,84
2017-04-15,8,2,162
2017-04-15,8,3,129
2017-04-15,8,4,96
2017-04-15,8,5,91
2017-04-15,9,1,83
2017-04-15,9,2,157
2017-04-15,9,3,127
2017-04-15,9,4,102
2017-04-15,9,5,84
2017-04-15,10,1,89
2017-04-15,10,2,150
2017-04-15,10,3,134
2017-04-15,10,4,98
2017-04-15,10,5,85
2017-04-16,1,1,85
2017-04-16,1,2,155
2017-04-16,1,3,137
2017-04-16,1,4,90
2017-04-16,1,5,79
2017-04-16,2,1,97
2017-04-16,2,2,162
2017-04-16,2,3,128
2017-04-16,2,4,105
2017-04-16,2,5,86
2017-04-16,3,1,90
2017-04-16,3,2,160
2017-04-16,3,3,132
2017-04-16,3,4,102
2017-04-16,3,5,95
2017-04-16,4,1,88
2017-04-16,4,2,158
2017-04-16,4,3,123
2017-04-16,4,4,99
2017-04-16,4,5,93
2017-04-16,5,1,94
2017-04-16,5,2,156
2017-04-16,5,3,129
2017-04-16,5,4,93
2017-04-16,5,5,79
2017-04-16,6,1,90
2017-04-16,6,2,157
2017-04-16,6,3,124
2017-04-16,6,4,102
2017-04-16,6,5,84
2017-04-16,7,1,81
2017-04-16,7,2,149
2017-04-16,7,3,126
2017-04-16,7,4,91
2017-04-16,7,5,75
2017-04-16,8,1,95
2017-04-16,8,2,159
2017-04-16,8,3,128
2017-04-16,8,4,98
2017-04-16,8,5,78
2017-04-16,9,1,91
2017-04-16,9,2,159
2017-04-16,9,3,125
2017-04-16,9,4,96
2017-04-16,9,5,78
2017-04-16,10,1,87
2017-04-16,10,2,158
2017-04-16,10,3,127
2017-04-16,10,4,99
2017-04-16,10,5,84
2017-04-17,1,1,90
2017-04-17,1,2,164
2017-04-17,1,3,132
2017-04-17,1,4,104
2017-04-17,1,5,80
2017-04-17,2,1,87
2017-04-17,2,2,162
2017-04-17,2,3,132
2017-04-17,2,4,96
2017-04-17,2,5,87
2017-04-17,3,1,84
2017-04-17,3,2,162
2017-04-17,3,3,129
2017-04-17,3,4,92
2017-04-17,3,5,82
2017-04-17,4,1,100
2017-04-17,4,2,160
2017-04-17,4,3,141
2017-04-17,4,4,92
2017-04-17,4,5,88
2017-04-17,5,1,76
2017-04-17,5,2,159
2017-04-17,5,3,132
2017-04-17,5,4,103
2017-04-17,5,5,80
2017-04-17,6,1,94
2017-04-17,6,2,156
2017-04-17,6,3,128
2017-04-17,6,4,97
2017-04-17,6,5,78
2017-04-17,7,1,97
2017-04-17,7,2,159
2017-04-17,7,3,135
2017-04-17,7,4,104
2017-04-17,7,5,79
2017-04-17,8,1,95
2017-04-17,8,2,162
2017-04-17,8,3,124
2017-04-17,8,4,101
2017-04-17,8,5,79
2017-04-17,9,1,97
2017-04-17,9,2,163
2017-04-17,9,3,129
2017-04-17,9,4,105
2017-04-17,9,5,76
2017-04-17,10,1,85
2017-04-17,10,2,158
2017-04-17,10,3,140
2017-04-17,10,4,94
2017-04-17,10,5,76
2017-04-18,1,1,82
2017-04-18,1,2,164
2017-04-18,1,3,126
2017-04-18,1,4,98
2017-04-18,1,5,88
2017-04-18,2,1,88
2017-04-18,2,2,160
2017-04-18,2,3,132
2017-04-18,2,4,97
2017-04-18,2,5,83
2017-04-18,3,1,90
2017-04-18,3,2,163
2017-04-18,3,3,125
2017-04-18,3,4,84
2017-04-18,3,5,87
2017-04-18,4,1,94
2017-04-18,4,2,160
2017-04-18,4,3,130
2017-04-18,4,4,96
2017-04-18,4,5,87
2017-04-18,5,1,93
2017-04-18,5,2,159
2017-04-18,5,3,142
2017-04-18,5,4,91
2017-04-18,5,5,85
2017-04-18,6,1,83
2017-04-18,6,2,163
2017-04-18,6,3,121
2017-04-18,6,4,92
2017-04-18,6,5,81
2017-04-18,7,1,90
2017-04-18,7,2,156
2017-04-18,7,3,126
2017-04-18,7,4,98
2017-04-18,7,5,83
2017-04-18,8,1,97
2017-04-18,8,2,163
2017-04-18,8,3,127
2017-04-18,8,4,110
2017-04-18,8,5,87
2017-04-18,9,1,84
2017-04-18,9,2,160
2017-04-18,9,3,132
2017-04-18,9,4,96
2017-04-18,9,5,79
2017-04-18,10,1,90
2017-04-18,10,2,157
2017-04-18,10,3,136
2017-04-18,10,4,103
2017-04-18,10,5,81
2017-04-19,1,1,91
2017-04-19,1,2,165
2017-04-19,1,3,122
2017-04-19,1,4,94
2017-04-19,1,5,84
2017-04-19,2,1,89
2017-04-19,2,2,159
2017-04-19,2,3,127
2017-04-19,2,4,97
2017-04-19,2,5,86
2017-04-19,3,1,95
2017-04-19,3,2,157
2017-04-19,3,3,141
2017-04-19,3,4,109
2017-04-19,3,5,91
2017-04-19,4,1,92
2017-04-19,4,2,169
2017-04-19,4,3,128
2017-04-19,4,4,95
2017-04-19,4,5,81
2017-04-19,5,1,84
2017-04-19,5,2,160
2017-04-19,5,3,131
2017-04-19,5,4,100
2017-04-19,5,5,84
2017-04-19,6,1,90
2017-04-19,6,2,168
2017-04-19,6,3,132
2017-04-19,6,4,104
2017-04-19,6,5,85
2017-04-19,7,1,81
2017-04-19,7,2,150
2017-04-19,7,3,139
2017-04-19,7,4,96
2017-04-19,7,5,81
2017-04-19,8,1,90
2017-04-19,8,2,162
2017-04-19,8,3,132
2017-04-19,8,4,108
2017-04-19,8,5,92
2017-04-19,9,1,85
2017-04-19,9,2,164
2017-04-19,9,3,127
2017-04-19,9,4,98
2017-04-19,9,5,79
2017-04-19,10,1,81
2017-04-19,10,2,159
2017-04-19,10,3,124
2017-04-19,10,4,104
2017-04-19,10,5,83
2017-04-20,1,1,91
2017-04-20,1,2,166
2017-04-20,1,3,122
2017-04-20,1,4,95
2017-04-20,1,5,85
2017-04-20,2,1,91
2017-04-20,2,2,165
2017-04-20,2,3,133
2017-04-20,2,4,99
2017-04-20,2,5,86
2017-04-20,3,1,91
2017-04-20,3,2,152
2017-04-20,3,3,128
2017-04-20,3,4,100
2017-04-20,3,5,86
2017-04-20,4,1,84
2017-04-20,4,2,153
2017-04-20,4,3,128
2017-04-20,4,4,109
2017-04-20,4,5,80
2017-04-20,5,1,95
2017-04-20,5,2,167
2017-04-20,5,3,129
2017-04-20,5,4,96
2017-04-20,5,5,87
2017-04-20,6,1,90
2017-04-20,6,2,155
2017-04-20,6,3,126
2017-04-20,6,4,101
2017-04-20,6,5,89
2017-04-20,7,1,87
2017-04-20,7,2,159
2017-04-20,7,3,132
2017-04-20,7,4,98
2017-04-20,7,5,82
2017-04-20,8,1,85
2017-04-20,8,2,155
2017-04-20,8,3,142
2017-04-20,8,4,98
2017-04-20,8,5,91
2017-04-20,9,1,97
2017-04-20,9,2,158
2017-04-20,9,3,131
2017-04-20,9,4,99
2017-04-20,9,5,76
2017-04-20,10,1,81
2017-04-20,10,2,159
2017-04-20,10,3,127
2017-04-20,10,4,108
2017-04-20,10,5,83
2017-04-21,1,1,99
2017-04-21,1,2,157
2017-04-21,1,3,138
2017-04-21,1,4,101
2017-04-21,1,5,87
2017-04-21,2,1,86
2017-04-21,2,2,162
2017-04-21,2,3,137
2017-04-21,2,4,98
2017-04-21,2,5,82
2017-04-21,3,1,88
2017-04-21,3,2,167
2017-04-21,3,3,133
2017-04-21,3,4,106
2017-04-21,3,5,85
2017-04-21,4,1,89
2017-04-21,4,2,161
2017-04-21,4,3,134
2017-04-21,4,4,98
